ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama,Z_Ekseni_Derinlik_m,Tahkimat_Seviyesi
1507,Stratejik Yeraltı Yakıt Rezervi - Sektör 26C,Enerji,32.3327,34.6447,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1507 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 26C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1508,Stratejik Yeraltı Yakıt Rezervi - Sektör 26A,Enerji,29.8628,35.3664,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1508 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 26A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1509,Stratejik Yeraltı Yakıt Rezervi - Sektör 51A,Enerji,32.1069,34.7379,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1509 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 51A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1510,Stratejik Yeraltı Yakıt Rezervi - Sektör 63A,Enerji,30.3757,34.6268,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1510 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 63A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1511,Stratejik Yeraltı Yakıt Rezervi - Sektör 75A,Enerji,31.071489,35.277137,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1511 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 75A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1512,Stratejik Yeraltı Yakıt Rezervi - Sektör 15C,Enerji,31.1627,35.4454,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1512 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 15C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1513,Stratejik Yeraltı Yakıt Rezervi - Sektör 71D,Enerji,31.621679,34.530581,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1513 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 71D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1514,Stratejik Yeraltı Yakıt Rezervi - Sektör 66A,Enerji,31.7641,34.9903,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1514 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 66A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1515,Stratejik Yeraltı Yakıt Rezervi - Sektör 26C,Enerji,30.564407,34.648879,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1515 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 26C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1516,Stratejik Yeraltı Yakıt Rezervi - Sektör 47D,Enerji,30.757634,35.098345,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1516 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 47D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1517,Stratejik Yeraltı Yakıt Rezervi - Sektör 93B,Enerji,29.8273,35.2018,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1517 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 93B): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1518,Stratejik Yeraltı Yakıt Rezervi - Sektör 53D,Enerji,30.9901,34.7285,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1518 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 53D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1519,Stratejik Yeraltı Yakıt Rezervi - Sektör 64C,Enerji,30.8728,34.5951,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1519 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 64C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1520,Stratejik Yeraltı Yakıt Rezervi - Sektör 70A,Enerji,30.7352,34.6526,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1520 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 70A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1521,Stratejik Yeraltı Yakıt Rezervi - Sektör 22C,Enerji,32.2448,34.5932,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1521 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 22C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1522,Stratejik Yeraltı Yakıt Rezervi - Sektör 81C,Enerji,31.336259,35.086463,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1522 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 81C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1523,Stratejik Yeraltı Yakıt Rezervi - Sektör 64A,Enerji,30.8557,35.3736,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1523 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 64A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1524,Stratejik Yeraltı Yakıt Rezervi - Sektör 83B,Enerji,31.4814,34.8516,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1524 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 83B): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1525,Stratejik Yeraltı Yakıt Rezervi - Sektör 23C,Enerji,31.6672,34.7242,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1525 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 23C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1526,Stratejik Yeraltı Yakıt Rezervi - Sektör 38D,Enerji,29.8791,34.7786,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1526 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 38D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1527,Stratejik Yeraltı Yakıt Rezervi - Sektör 98C,Enerji,31.5097,35.1578,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1527 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 98C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1528,Stratejik Yeraltı Yakıt Rezervi - Sektör 49C,Enerji,30.0954,35.2027,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1528 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 49C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1529,Stratejik Yeraltı Yakıt Rezervi - Sektör 82D,Enerji,29.5201,35.3699,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1529 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 82D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1530,Stratejik Yeraltı Yakıt Rezervi - Sektör 13A,Enerji,29.9682,35.1332,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1530 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 13A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1531,Stratejik Yeraltı Yakıt Rezervi - Sektör 30C,Enerji,30.7414,34.9536,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1531 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 30C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1532,Stratejik Yeraltı Yakıt Rezervi - Sektör 82A,Enerji,31.8813,35.2768,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1532 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 82A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1533,Stratejik Yeraltı Yakıt Rezervi - Sektör 16A,Enerji,30.0134,35.2544,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1533 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 16A): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1534,Stratejik Yeraltı Yakıt Rezervi - Sektör 87D,Enerji,30.962555,34.922567,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1534 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 87D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1535,Stratejik Yeraltı Yakıt Rezervi - Sektör 24C,Enerji,30.4015,35.2549,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1535 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 24C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
1536,Stratejik Yeraltı Yakıt Rezervi - Sektör 85D,Enerji,29.8659,35.1782,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4,Orijinal/Algoritmik,ID-1536 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 85D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.,0,Standart / Yüzey
