ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Detayli_Stratejik_Aciklama,Bağlı_Olduğu_Üs
2268,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #9,hava,24.062546,47.552605,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2269,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #10,hava,24.053073,47.550109,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2270,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #11,hava,24.06498,47.565401,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2271,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #12,hava,24.04947,47.554635,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2272,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #13,hava,24.056852,47.569059,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2273,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #14,hava,24.066869,47.554425,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2274,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #15,hava,24.059953,47.563947,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2275,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #16,hava,24.068031,47.554449,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2276,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #17,hava,24.053939,47.568468,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2277,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #18,hava,24.065675,47.557308,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2278,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #19,hava,24.054901,47.560721,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2279,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #20,hava,24.049836,47.564975,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2280,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #21,hava,24.067902,47.555128,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2281,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #22,hava,24.070144,47.570311,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2282,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #23,hava,24.050313,47.568202,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2283,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #24,hava,24.067695,47.564282,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2284,Suudi Arabistan - Prens Sultan Hava Üssü | Patriot PAC-3 Bataryası - Radar (AN/MPQ-65) #1,havasavunma,24.052793,47.561396,100,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 Bataryası - Radar (AN/MPQ-65). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1665 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2285,Suudi Arabistan - Prens Sultan Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #1,havasavunma,24.077229,47.565751,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2286,Suudi Arabistan - Prens Sultan Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #2,havasavunma,24.077597,47.57342,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2287,Suudi Arabistan - Prens Sultan Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #3,havasavunma,24.06456,47.573535,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2288,Suudi Arabistan - Prens Sultan Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #4,havasavunma,24.059959,47.549028,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2289,Suudi Arabistan - Prens Sultan Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #5,havasavunma,24.062799,47.551177,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2290,Suudi Arabistan - Prens Sultan Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #6,havasavunma,24.054051,47.547116,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2291,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #1,hava,24.061995,47.572922,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2292,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #2,hava,24.080952,47.572311,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2293,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #3,hava,24.069638,47.57249,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2294,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #4,hava,24.050291,47.566576,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2295,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #5,hava,24.077483,47.568353,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2296,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #6,hava,24.05645,47.571208,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2297,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #7,hava,24.076267,47.558949,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2298,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #8,hava,24.05005,47.555917,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2299,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #9,hava,24.070112,47.550178,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2300,Suudi Arabistan - Prens Sultan Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #10,hava,24.049446,47.580465,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2301,Suudi Arabistan - Prens Sultan Hava Üssü | Mühimmat Depo Alanı (Bunker) #1,hava,24.038217,47.542118,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2302,Suudi Arabistan - Prens Sultan Hava Üssü | Mühimmat Depo Alanı (Bunker) #2,hava,24.07624,47.570046,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2303,Suudi Arabistan - Prens Sultan Hava Üssü | Mühimmat Depo Alanı (Bunker) #3,hava,24.080002,47.583417,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2304,Suudi Arabistan - Prens Sultan Hava Üssü | Mühimmat Depo Alanı (Bunker) #4,hava,24.045065,47.573774,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
