ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama
1473,VLF Denizaltı İletişim İstasyonu - Sektör 13A,Nükleer,30.0828,34.7096,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1473 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 13A: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.0828N 34.7096E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1474,VLF Denizaltı İletişim İstasyonu - Sektör 57D,Nükleer,31.1534,34.7054,99,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1474 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 57D: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.1534N 34.7054E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1475,VLF Denizaltı İletişim İstasyonu - Sektör 97B,Nükleer,30.2151,34.7884,99,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1475 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 97B: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.2151N 34.7884E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1476,VLF Denizaltı İletişim İstasyonu - Sektör 58B,Nükleer,30.0976,34.9266,97,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1476 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 58B: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.0976N 34.9266E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1477,VLF Denizaltı İletişim İstasyonu - Sektör 69C,Nükleer,31.3518,34.6002,97,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1477 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 69C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.3518N 34.6002E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1478,VLF Denizaltı İletişim İstasyonu - Sektör 69C,Nükleer,30.2341,34.5066,99,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1478 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 69C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.2341N 34.5066E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1479,VLF Denizaltı İletişim İstasyonu - Sektör 85C,Nükleer,29.9256,35.1617,97,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1479 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 85C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 29.9256N 35.1617E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1480,VLF Denizaltı İletişim İstasyonu - Sektör 48B,Nükleer,30.9735,34.8198,97,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1480 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 48B: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.9735N 34.8198E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1481,VLF Denizaltı İletişim İstasyonu - Sektör 58C,Nükleer,31.2507,34.5747,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1481 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 58C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.2507N 34.5747E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1482,VLF Denizaltı İletişim İstasyonu - Sektör 94D,Nükleer,31.4876,34.7067,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1482 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 94D: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.4876N 34.7067E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1483,VLF Denizaltı İletişim İstasyonu - Sektör 16D,Nükleer,29.8138,35.1055,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1483 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 16D: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 29.8138N 35.1055E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1484,VLF Denizaltı İletişim İstasyonu - Sektör 55B,Nükleer,31.1188,34.6611,99,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1484 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 55B: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.1188N 34.6611E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1485,VLF Denizaltı İletişim İstasyonu - Sektör 94B,Nükleer,30.8555,34.9744,100,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1485 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 94B: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.8555N 34.9744E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1486,VLF Denizaltı İletişim İstasyonu - Sektör 49D,Nükleer,31.3358,34.9524,100,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1486 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 49D: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.3358N 34.9524E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1487,VLF Denizaltı İletişim İstasyonu - Sektör 21C,Nükleer,30.7853,35.0127,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1487 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 21C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.7853N 35.0127E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1488,VLF Denizaltı İletişim İstasyonu - Sektör 26C,Nükleer,31.0707,34.6229,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1488 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 26C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.0707N 34.6229E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1489,VLF Denizaltı İletişim İstasyonu - Sektör 71C,Nükleer,31.2118,34.6799,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1489 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 71C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.2118N 34.6799E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1490,VLF Denizaltı İletişim İstasyonu - Sektör 19B,Nükleer,31.1672,34.8278,99,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1490 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 19B: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.1672N 34.8278E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1491,VLF Denizaltı İletişim İstasyonu - Sektör 60C,Nükleer,31.263026,35.007471,100,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1491 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 60C: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.2622N 35.007E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1492,VLF Denizaltı İletişim İstasyonu - Sektör 78A,Nükleer,31.1442,34.5097,97,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1492 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 78A: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.1442N 34.5097E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1493,VLF Denizaltı İletişim İstasyonu - Sektör 43D,Nükleer,30.4266,35.0243,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1493 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 43D: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.4266N 35.0243E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1494,Stratejik Yeraltı Yakıt Rezervi - Sektör 13C,Enerji,29.8575,34.7338,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1494 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 13C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1495,Stratejik Yeraltı Yakıt Rezervi - Sektör 69C,Enerji,31.6373,35.1354,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1495 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 69C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1496,Stratejik Yeraltı Yakıt Rezervi - Sektör 14C,Enerji,29.884166,34.544734,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1496 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 14C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1497,Stratejik Yeraltı Yakıt Rezervi - Sektör 78B,Enerji,29.8832,34.7348,91,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1497 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 78B): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1498,Stratejik Yeraltı Yakıt Rezervi - Sektör 99D,Enerji,30.997875,35.170463,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1498 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 99D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1499,Stratejik Yeraltı Yakıt Rezervi - Sektör 72D,Enerji,32.4219,35.1549,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1499 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 72D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1500,Stratejik Yeraltı Yakıt Rezervi - Sektör 66D,Enerji,29.609454,34.869301,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1500 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 66D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1501,Stratejik Yeraltı Yakıt Rezervi - Sektör 97C,Enerji,32.322717,34.599706,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1501 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 97C): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
1502,Stratejik Yeraltı Yakıt Rezervi - Sektör 25D,Enerji,29.6998,34.7759,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,4.0,Orijinal/Algoritmik,ID-1502 Kritik Yaşam Altyapısı (Stratejik Yeraltı Yakıt Rezervi - Sektör 25D): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
