"ID","Tesis Adı","Kategori","Enlem","Boylam","Kritiklik","Durum","Kaynak","Etiket","Tahmini_Alan_km2","Detayli_Stratejik_Aciklama"
"4941","Yunanistan Adalar - Güneş Enerji Çiftliği [4941]","enerji","38.12834","21.413512","68","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","1.47","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4942","Doğu Akdeniz - Hava İkmal Tanker Üssü [4942]","hava","33.640371","29.336541","82","Bakımda","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","10.24","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4943","Girit - CBRN Kontrol İzleme Noktası [4943]","nukleer","35.244288","25.306055","98","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","19.91","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4944","Suudi Arabistan - Onarım Tersane Tesisi [4944]","liman","25.076057","37.860516","96","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","8.54","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4945","Doğu Akdeniz - Kritik Altyapı Yeraltı İletişim Tesisi [4945]","tunel","31.949725","29.843593","84","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","3.53","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4946","İtalya NATO/ABD - Siber Güvenlik Ar-Ge Merkezi [4946]","arastirma","37.820227","13.49169","62","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","16.01","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4947","Irak - Sahil Güvenlik Komutanlığı [4947]","liman","35.985344","46.398933","92","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","0.64","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4948","Irak - HES Tesisi [4948]","enerji","33.992828","42.602873","62","Bakımda","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","17.75","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4949","Kıbrıs - Fregat Filosu Deniz Üssü [4949]","liman","34.843622","33.27818","86","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","5.74","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4950","İtalya NATO/ABD - Sahil Güvenlik Komutanlığı [4950]","liman","38.507096","13.588097","97","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","14.07","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4951","İtalya NATO/ABD - Onarım Tersane Tesisi [4951]","liman","41.540675","15.149848","93","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","8.35","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4952","Suudi Arabistan - Hava Cephane Füze Deposu [4952]","depo","19.336468","52.996105","47","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","NORMAL","11.4","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4953","Suriye Kıyı - Askeri Mühimmat Fabrikası [4953]","sanayi","34.568932","35.751814","53","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","NORMAL","5.06","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4954","Girit - Deniz Gözetleme Radar Tesisi [4954]","radar","35.619371","24.683344","91","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","1.76","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4955","İsrail - Jet Yakıtı Akaryakıt Deposu [4955]","depo","31.427365","34.815673","95","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","11.28","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4956","Ürdün - Elektronik Harp Araştırma Lab [4956]","arastirma","31.728945","39.051062","97","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","3.88","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4957","Mısır - Sahil Güvenlik Komutanlığı [4957]","liman","24.323382","33.643189","92","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","2.65","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4958","Mısır - Silah Yeraltı Depolama Tüneli [4958]","tunel","24.454799","26.601513","84","Aktif","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","16.25","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4959","Yunanistan Adalar - Nükleer Araştırma Reaktörü [4959]","nukleer","38.406407","24.531638","83","Aktif","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","8.79","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4960","Malta - Mekanize Piyade Tugayı Karargahı [4960]","askeri","35.783329","14.189017","76","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","4.32","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4961","Mısır - Nükleer Araştırma Reaktörü [4961]","nukleer","21.958788","26.341155","92","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","17.18","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4962","Kıbrıs - Hava Savunma Füze Bataryası [4962]","hava","35.152611","34.075242","80","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","14.52","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4963","Fransa Güney - İHA Operasyon Merkezi [4963]","hava","42.769072","6.951179","69","Aktif","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","13.54","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4964","Suudi Arabistan - Stratejik Mühimmat Silah Deposu [4964]","depo","22.127415","40.709557","52","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","NORMAL","7.32","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4965","Doğu Akdeniz - ELINT Elektronik İstihbarat Noktası [4965]","radar","32.804158","31.358561","80","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","14.98","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4966","Kıbrıs - NATO İleri Lojistik Elemanı [4966]","depo","35.451849","33.176592","96","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","1.06","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4967","Malta - Silah Yeraltı Depolama Tüneli [4967]","tunel","35.702652","14.115775","93","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","6.89","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4968","Yunanistan Kıta - NATO İkmal Limanı [4968]","liman","39.428097","22.281712","71","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","9.29","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4969","Suriye Kıyı - Deniz Gözetleme Radar Tesisi [4969]","radar","34.627964","35.559235","92","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","6.6","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4970","Doğu Akdeniz - Yeraltı Ulusal Komuta Bunkerı [4970]","tunel","34.218437","30.178348","86","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","19.99","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4971","Malta - CBRN Araştırma Test Tesisi [4971]","arastirma","35.708559","14.206896","69","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","11.8","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4972","Malta - Rüzgar Enerji Parkı [4972]","enerji","35.935354","14.307442","83","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","15.17","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4973","Fransa Güney - Mekanize Piyade Tugayı Karargahı [4973]","askeri","43.222767","5.394188","67","Planlama","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","8.93","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4974","Doğu Akdeniz - Yeraltı Ulusal Komuta Bunkerı [4974]","tunel","31.400133","33.43477","87","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","1.18","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4975","Yunanistan Adalar - Radyoaktif Madde Güvenli Depo [4975]","nukleer","37.211231","24.225694","99","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","4.35","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4976","Yunanistan Kıta - Entegre Hava Savunma Radar Merkezi [4976]","radar","40.449006","20.001843","90","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","8.82","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4977","Suriye Kıyı - Zırhlı Araç Üretim Tesisi [4977]","sanayi","35.335194","36.143787","92","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","2.67","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4978","Girit - Hükümet Sürekliliği Sığınağı [4978]","tunel","34.961903","25.32581","96","Bakımda","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","13.97","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4979","Irak - Trafo Merkezi [4979]","enerji","34.811883","39.947928","72","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","9.69","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4980","Malta - Radyoaktif Madde Güvenli Depo [4980]","nukleer","36.098708","14.433413","84","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","12.05","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4981","İtalya NATO/ABD - Silah Yeraltı Depolama Tüneli [4981]","tunel","38.068796","12.762565","74","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","16.19","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4982","Kıbrıs - Mekanize Piyade Tugayı Karargahı [4982]","askeri","35.513108","32.968486","97","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","5.59","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4983","Mısır - Elektronik Harp Araştırma Lab [4983]","arastirma","23.165972","34.146517","98","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","11.45","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4984","Yunanistan Kıta - Askeri Mühimmat Fabrikası [4984]","sanayi","38.57752","22.159436","96","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","10.15","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4985","Suriye Kıyı - Siber Güvenlik Ar-Ge Merkezi [4985]","arastirma","35.047187","36.110129","87","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","19.74","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4986","Mısır - Tıbbi Malzeme Lojistik Deposu [4986]","depo","22.301451","31.78092","59","Planlama","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","NORMAL","1.11","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4987","Mısır - Topçu Bölük Mevzii [4987]","askeri","29.413006","27.393182","94","Bakımda","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","6.04","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4988","Doğu Akdeniz - Yeraltı Ulusal Komuta Bunkerı [4988]","tunel","33.760101","31.055129","50","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","NORMAL","16.55","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4989","Yunanistan Adalar - Güneş Enerji Çiftliği [4989]","enerji","38.228979","21.202227","62","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","12.24","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
